"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Seated Shoulder Press (Machine)",,"",1,"normal",70,15,,,
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Butterfly (Pec Deck)",0,"",0,"normal",50,19,,,
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Butterfly (Pec Deck)",0,"",1,"normal",55,15,,,
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Single Arm Tricep Extension (Dumbbell)",0,"",0,"normal",10,15,,,
"Tuesday PM #1 (Push)","23 Jun 2026, 19:24","23 Jun 2026, 20:09","","Single Arm Tricep Extension (Dumbbell)",0,"",1,"normal",10,15,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Jump Squat",,"",0,"normal",,10,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Jump Squat",,"",1,"normal",,10,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Jump Squat",,"",2,"normal",,10,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Zercher Squat",,"",0,"normal",60,7,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Zercher Squat",,"",1,"normal",60,7,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",50,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",50,14,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Bulgarian Split Squat",0,"",0,"normal",40,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Bulgarian Split Squat",0,"",1,"normal",30,10,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Sissy Squat (Weighted)",1,"",0,"normal",80,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Sissy Squat (Weighted)",1,"",1,"normal",80,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Seated Leg Curl (Machine)",1,"",0,"normal",90,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Seated Leg Curl (Machine)",1,"",1,"normal",108,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Calf Press (Machine)",0,"",0,"normal",50,25,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Calf Press (Machine)",0,"",1,"normal",80,20,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Calf Press (Machine)",0,"",2,"normal",80,12,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Tibialis Raise",2,"",0,"normal",4,15,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Tibialis Raise",2,"",1,"normal",4,15,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Hip Adduction (Machine)",2,"",0,"normal",40,10,,,
"Sunday PM (Legs)","21 Jun 2026, 18:30","21 Jun 2026, 19:22","","Hip Adduction (Machine)",2,"",1,"normal",40,10,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Pull Up",,"",0,"normal",,3,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Pull Up",,"",1,"normal",,3,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Pull Up",,"",2,"normal",,3,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Pull Up (Weighted)",,"",0,"normal",10,7,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Pull Up (Weighted)",,"",1,"normal",10,6,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Bent Over Row (Barbell)",,"",0,"normal",75,12,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Bent Over Row (Barbell)",,"",1,"normal",75,12,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Dumbbell Row",,"",0,"normal",50,12,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Dumbbell Row",,"",1,"normal",50,12,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Cross Body Hammer Curl",0,"",0,"normal",35,10,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Cross Body Hammer Curl",0,"",1,"normal",35,10,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Face Pull",0,"",0,"normal",72,17,,,
"Pre Toy Story Saturday AM (Pull)","20 Jun 2026, 11:17","20 Jun 2026, 12:03","","Face Pull",0,"",1,"normal",72,13,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Plyometric Push Ups",,"",0,"normal",80,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Plyometric Push Ups",,"",1,"normal",80,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Push Press",,"",0,"normal",50,3,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Push Press",,"",1,"normal",50,3,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Push Press",,"",2,"normal",50,3,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Push Press",,"",3,"normal",50,3,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Push Press",,"",4,"normal",50,3,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Chest Dip",,"",0,"normal",,12,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Chest Dip",,"",1,"normal",,12,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Chest Dip",,"",2,"normal",,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Incline Bench Press (Dumbbell)",,"",0,"normal",50,9,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Lateral Raise (Cable)",,"",0,"normal",30,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Lateral Raise (Cable)",,"",1,"normal",30,10,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",30,18,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",50,6,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Single Arm Triceps Pushdown (Cable)",,"",2,"dropset",20,12,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Hanging Leg Raise",,"",0,"normal",,13,,,
"Thursday PM (Push)","18 Jun 2026, 20:03","18 Jun 2026, 20:54","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Brick Run (Wednesday PM)","17 Jun 2026, 20:30","17 Jun 2026, 21:55","","Cycling",,"",0,"normal",,,16,2400,
"Brick Run (Wednesday PM)","17 Jun 2026, 20:30","17 Jun 2026, 21:55","","Running",,"",0,"normal",,,4,1680,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Bent Over Row (Barbell)",,"",0,"normal",70,14,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Bent Over Row (Barbell)",,"",1,"normal",85,6,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Bent Over Row (Barbell)",,"",2,"normal",70,10,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Bent Over Row (Barbell)",,"",3,"normal",70,10,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Pull Up",,"",0,"normal",,10,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Pull Up",,"",1,"normal",,8,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Dumbbell Row",,"",0,"normal",50,12,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Dumbbell Row",,"",1,"normal",50,12,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Lat Pulldown (Machine)",,"",0,"normal",60,7,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Lat Pulldown (Machine)",,"",1,"normal",60,7,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Face Pull",,"",0,"normal",60,15,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Face Pull",,"",1,"normal",70,13,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Hammer Curl (Dumbbell)",,"",0,"normal",45,8,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Hammer Curl (Dumbbell)",,"",1,"failure",35,10,,,
"Tuesday PM (Pull)","16 Jun 2026, 21:33","16 Jun 2026, 22:25","","Hammer Curl (Dumbbell)",,"",2,"dropset",25,10,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Bench Press (Barbell)",,"",0,"normal",50,5,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Bench Press (Barbell)",,"",1,"normal",50,5,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Bench Press (Barbell)",,"",0,"normal",75,6,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Bench Press (Barbell)",,"",1,"normal",75,5,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Bench Press (Barbell)",,"",2,"normal",75,5,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Shoulder Press (Dumbbell)",,"",0,"normal",50,7,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Shoulder Press (Dumbbell)",,"",1,"normal",50,5,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Lateral Raise (Cable)",,"",0,"normal",30,15,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Lateral Raise (Cable)",,"",1,"normal",30,15,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Seated Chest Flys (Cable)",0,"",0,"normal",60,6,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Seated Chest Flys (Cable)",0,"",1,"normal",50,12,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Triceps Pushdown",0,"",0,"normal",47.5,15,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Triceps Pushdown",0,"",1,"normal",47.5,15,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Triceps Pushdown",0,"",2,"normal",29,15,,,
"Monday PM (Push)","15 Jun 2026, 19:23","15 Jun 2026, 20:25","","Plyometric Push Ups",,"",0,"normal",80,20,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Plyometric Push Ups",,"",0,"normal",80,10,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Plyometric Push Ups",,"",1,"normal",80,10,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",0,"normal",55,4,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",1,"normal",55,3,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",2,"normal",55,3,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",0,"normal",72,6,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",1,"normal",72,6,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Bench Press (Barbell)",,"",2,"normal",75,5,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Shoulder Press (Dumbbell)",,"",0,"normal",40,13,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Shoulder Press (Dumbbell)",,"",1,"normal",40,12,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Lateral Raise (Cable)",,"",0,"normal",40,8,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Lateral Raise (Cable)",,"",1,"normal",40,8,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Chest Fly (Dumbbell)",0,"",0,"normal",20,15,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Chest Fly (Dumbbell)",0,"",1,"normal",20,15,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Triceps Pushdown",0,"",0,"normal",47.5,15,,,
"Wednesday PM (Push)","10 Jun 2026, 19:12","10 Jun 2026, 20:01","felt horrible","Triceps Pushdown",0,"",1,"normal",47.5,15,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Pull Up",,"High Pulls",0,"normal",,3,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Pull Up",,"High Pulls",1,"normal",,3,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Pull Up",,"High Pulls",2,"normal",,3,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Pull Up",,"",0,"normal",,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Pull Up",,"",1,"normal",,10,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Bent Over Row (Barbell)",,"",0,"normal",63,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Bent Over Row (Barbell)",,"",1,"normal",68,8,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Bent Over Row (Barbell)",,"",2,"normal",68,10,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Single Arm Cable Row",,"",0,"normal",160,9,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Single Arm Cable Row",,"",1,"normal",160,10,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Face Pull",,"",0,"normal",70,13,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Face Pull",,"",1,"normal",70,13,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Hammer Curl (Dumbbell)",0,"",0,"normal",40,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Hammer Curl (Dumbbell)",0,"",1,"normal",40,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Rear Delt Reverse Fly (Dumbbell)",0,"",0,"normal",15,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Rear Delt Reverse Fly (Dumbbell)",0,"",1,"normal",15,12,,,
"Tuesday AM (Pull)","9 Jun 2026, 09:15","9 Jun 2026, 10:08","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,9,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Jump Squat",,"",0,"normal",,10,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Jump Squat",,"",1,"normal",,10,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Jump Squat",,"",2,"normal",,10,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Squat (Barbell)",,"",0,"normal",65,7,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Squat (Barbell)",,"",1,"normal",75,5,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Single Leg Romanian Deadlift (Dumbbell)",0,"",0,"normal",40,16,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Single Leg Romanian Deadlift (Dumbbell)",0,"",1,"normal",40,16,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Single Leg Romanian Deadlift (Dumbbell)",0,"",2,"normal",40,16,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Bulgarian Split Squat",,"",0,"normal",40,12,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Bulgarian Split Squat",,"",1,"normal",40,12,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Standing Calf Raise (Smith)",0,"",0,"normal",20,20,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Standing Calf Raise (Smith)",0,"",1,"normal",40,10,,,
"Sunday PM (Legs)","7 Jun 2026, 18:35","7 Jun 2026, 19:06","","Standing Calf Raise (Smith)",0,"",2,"normal",40,12,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Plyometric Push Ups",,"",0,"normal",80,10,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Plyometric Push Ups",,"",1,"normal",80,10,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Press",,"",0,"warmup",45,3,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Press",,"",1,"normal",55,2,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Press",,"",2,"normal",50,3,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Press",,"",3,"normal",45,3,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Press",,"",4,"normal",45,3,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,20,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Incline Bench Press (Dumbbell)",,"",2,"dropset",40,5,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Up (Weighted)",0,"diamond pushups",0,"normal",80,15,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Push Up (Weighted)",0,"diamond pushups",1,"normal",80,15,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Lateral Raise (Cable)",1,"",0,"normal",30,15,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Lateral Raise (Cable)",1,"",1,"normal",30,15,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Triceps Pushdown",1,"u",0,"normal",47.5,12,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Triceps Pushdown",1,"u",1,"normal",47.5,12,,,
"Sunday AM (Push)","7 Jun 2026, 09:14","7 Jun 2026, 09:58","","Hanging Knee Raise",0,"",0,"normal",,10,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Bent Over Row (Barbell)",,"",0,"normal",58,12,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Bent Over Row (Barbell)",,"",1,"normal",63,12,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Bent Over Row (Barbell)",,"",2,"normal",68,8,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Bent Over Row (Barbell)",,"",3,"normal",68,8,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Pull Up",,"",0,"normal",,10,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Pull Up",,"",1,"normal",,9,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Single Arm Cable Row",,"",0,"normal",160,6,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Single Arm Cable Row",,"",1,"normal",160,6,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Single Arm Lat Pulldown",,"",0,"normal",140,7,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Single Arm Lat Pulldown",,"",1,"normal",140,7,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Face Pull",,"",0,"normal",70,12,,,
"Friday AM (Pull)","5 Jun 2026, 09:07","5 Jun 2026, 09:59","","Face Pull",,"",1,"normal",70,10,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Plyometric Push-Ups",,"",0,"normal",,5,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Plyometric Push-Ups",,"",1,"normal",,10,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,13,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,16,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,13,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,10,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Shoulder Press (Dumbbell)",,"",1,"normal",41,10,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Lateral Raise (Cable)",,"",0,"normal",20,15,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Lateral Raise (Cable)",,"",1,"normal",30,12,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Triceps Pushdown",,"",0,"normal",40,15,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Triceps Pushdown",,"",1,"normal",47.5,12,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Chest Fly (Dumbbell)",,"",0,"normal",20,15,,,
"Wednesday AM (Push)","3 Jun 2026, 09:23","3 Jun 2026, 09:53","","Chest Fly (Dumbbell)",,"",1,"normal",20,15,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Pull Up",,"",0,"normal",,3,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Pull Up",,"",1,"normal",,3,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Pull Up",,"",2,"normal",,3,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Pull Up",,"",0,"normal",,11,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Pull Up",,"",1,"normal",,11,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Bent Over Row (Barbell)",,"",0,"normal",58,10,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Bent Over Row (Barbell)",,"",1,"normal",63,7,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Bent Over Row (Barbell)",,"",2,"normal",63,6,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Single Arm Cable Row",,"",0,"normal",81,6,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Single Arm Cable Row",,"",1,"normal",81,6,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Face Pull",,"",0,"normal",70,10,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Face Pull",,"",1,"normal",70,11,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Hammer Curl (Dumbbell)",,"",0,"normal",40,12,,,
"Tuesday PM (Pull)","2 Jun 2026, 18:44","2 Jun 2026, 19:29","","Hammer Curl (Dumbbell)",,"",1,"normal",40,10,,,
