"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Face Pull",,"",0,"normal",35,15,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Face Pull",,"",1,"normal",45,15,,,
"upper","30 Apr 2026, 18:32","30 Apr 2026, 19:27","","Face Pull",,"",2,"normal",50,12,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Incline Bench Press (Dumbbell)",4,"",0,"normal",60,7,,,9.5
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Incline Bench Press (Dumbbell)",4,"",1,"normal",60,6,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Incline Bench Press (Dumbbell)",4,"",2,"normal",50,10,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Lat Pulldown (Cable)",4,"",0,"normal",73,8,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Lat Pulldown (Cable)",4,"",1,"normal",73,8,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Lat Pulldown (Cable)",4,"",2,"normal",70,11,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Shoulder Press (Machine)",5,"",0,"normal",68,7,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Shoulder Press (Machine)",5,"",1,"normal",68,8,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Shoulder Press (Machine)",5,"",2,"normal",68,8,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Row (Machine)",5,"",0,"normal",110,10,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Row (Machine)",5,"",1,"normal",110,10,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Seated Row (Machine)",5,"",2,"normal",110,10,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Hammer Curl (Dumbbell)",2,"",0,"normal",41,9,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Hammer Curl (Dumbbell)",2,"",1,"normal",41,9,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Hammer Curl (Dumbbell)",2,"",2,"normal",41,9,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Skullcrusher (Dumbbell)",2,"",0,"normal",41,12,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Skullcrusher (Dumbbell)",2,"",1,"normal",41,12,,,
"hypertrophy day","21 Apr 2026, 00:27","21 Apr 2026, 01:24","","Skullcrusher (Dumbbell)",2,"",2,"normal",41,12,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Bench Press (Barbell)",0,"",0,"normal",70,6,,,8
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Bench Press (Barbell)",0,"",1,"normal",70,6,,,8.5
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Bench Press (Barbell)",0,"",2,"normal",70,6,,,8
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Pull Up",0,"",0,"normal",,10,,,8
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Pull Up",0,"",1,"normal",,10,,,8
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Pull Up",0,"",2,"normal",,10,,,8
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Arnold Press (Dumbbell)",1,"",0,"normal",37,15,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Arnold Press (Dumbbell)",1,"",1,"normal",45,8,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Arnold Press (Dumbbell)",1,"",2,"normal",45,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Row (Machine)",1,"",0,"normal",90,12,,,6
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Row (Machine)",1,"",1,"normal",122,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Row (Machine)",1,"",2,"normal",130,8,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Skullcrusher (Barbell)",3,"",0,"normal",40,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Skullcrusher (Barbell)",3,"",1,"normal",40,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Skullcrusher (Barbell)",3,"",2,"normal",40,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Incline Curl (Dumbbell)",3,"",0,"normal",35,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Incline Curl (Dumbbell)",3,"",1,"normal",35,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Seated Incline Curl (Dumbbell)",3,"",2,"normal",35,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Lateral Raise (Dumbbell)",2,"",0,"normal",20,21,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Lateral Raise (Dumbbell)",2,"",1,"normal",25,15,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Lateral Raise (Dumbbell)",2,"",2,"normal",25,15,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Hanging Knee Raise",2,"",0,"normal",,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Hanging Knee Raise",2,"",1,"normal",,10,,,
"bench upper day","15 Apr 2026, 21:52","15 Apr 2026, 22:34","","Hanging Knee Raise",2,"",2,"normal",,10,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Terminal Knee Extension",,"",0,"normal",,25,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Terminal Knee Extension",,"",1,"normal",,25,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Wall Sit",,"",0,"normal",,,,45,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Wall Sit",,"",1,"normal",,,,45,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Wall Sit",,"",2,"normal",,,,45,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Wall Sit",,"",3,"normal",,,,45,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Squat (Suspension)",,"",0,"normal",,10,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Squat (Suspension)",,"",1,"normal",,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Squat (Suspension)",,"",2,"normal",,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Squat (Suspension)",,"",3,"normal",,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Peterson Step Down",,"",0,"normal",,9,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Peterson Step Down",,"",1,"normal",,9,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Peterson Step Down",,"",2,"normal",,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Peterson Step Down",,"",3,"normal",,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Leg Press (Machine)",,"",0,"normal",118,10,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Leg Press (Machine)",,"",1,"normal",127,15,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Leg Press (Machine)",,"",2,"normal",155,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Leg Press (Machine)",,"",3,"normal",173,12,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Single Leg Standing Calf Raise",,"",0,"normal",,8,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Single Leg Standing Calf Raise",,"",1,"normal",,8,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Single Leg Standing Calf Raise",,"",2,"normal",,8,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Single Leg Standing Calf Raise",,"",3,"normal",,8,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Bulgarian Split Squat",,"",0,"normal",95,8,,,
"knee rehab day","7 Apr 2026, 16:52","7 Apr 2026, 17:50","","Bulgarian Split Squat",,"",1,"normal",95,8,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Incline Bench Press (Dumbbell)",4,"",0,"normal",60,7,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Incline Bench Press (Dumbbell)",4,"",1,"normal",60,6,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Incline Bench Press (Dumbbell)",4,"",2,"normal",60,6,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Lat Pulldown (Cable)",4,"",0,"normal",77,9,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Lat Pulldown (Cable)",4,"",1,"normal",77,9,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Lat Pulldown (Cable)",4,"",2,"normal",70,11,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Arnold Press (Dumbbell)",5,"",0,"normal",45,10,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Arnold Press (Dumbbell)",5,"",1,"normal",50,5,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Arnold Press (Dumbbell)",5,"",2,"normal",50,5,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Seated Row (Machine)",5,"",0,"normal",122,10,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Seated Row (Machine)",5,"",1,"normal",130,7,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Seated Row (Machine)",5,"",2,"normal",122,8,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Hammer Curl (Dumbbell)",2,"",0,"normal",35,12,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Hammer Curl (Dumbbell)",2,"",1,"normal",41,9,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Hammer Curl (Dumbbell)",2,"",2,"normal",41,8,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Skullcrusher (Dumbbell)",2,"",0,"normal",39,12,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Skullcrusher (Dumbbell)",2,"",1,"normal",39,15,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Skullcrusher (Dumbbell)",2,"",2,"normal",39,15,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Face Pull",3,"",0,"normal",35,15,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Face Pull",3,"",1,"normal",39,12,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Face Pull",3,"",2,"normal",39,12,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Decline Crunch (Weighted)",3,"",0,"normal",15,15,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Decline Crunch (Weighted)",3,"",1,"normal",15,15,,,
"Upper B (Hypertrophy)","6 Apr 2026, 14:15","6 Apr 2026, 15:32","","Decline Crunch (Weighted)",3,"",2,"normal",15,17,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Thrust (Barbell)",,"",0,"normal",90,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Thrust (Barbell)",,"",1,"normal",110,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Thrust (Barbell)",,"",2,"normal",125,8,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Thrust (Barbell)",,"",3,"normal",125,8,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",60,12,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",80,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",80,8,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Leg Press (Machine)",,"high foot, 4/10 knee pain, canned after first set",0,"normal",110,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Abduction (Machine)",,"hips cramped. hips are weak af bruh",0,"normal",64,10,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Hip Abduction (Machine)",,"hips cramped. hips are weak af bruh",1,"normal",64,12,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Side Plank",,"",0,"normal",,,,45,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Side Plank",,"",1,"normal",,,,41,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Standing Calf Raise",,"",0,"normal",,15,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Standing Calf Raise",,"",1,"normal",,15,,,
"hinge focus leg day","4 Apr 2026, 12:54","4 Apr 2026, 13:46","","Standing Calf Raise",,"",2,"normal",,15,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bench Press (Barbell)",0,"",0,"normal",70,9,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bench Press (Barbell)",0,"",1,"normal",72.5,5,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bench Press (Barbell)",0,"",2,"normal",72.5,5,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Pull Up",0,"",0,"normal",,13,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Pull Up",0,"",1,"normal",,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Pull Up",0,"",2,"normal",,7,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Incline Bench Press (Dumbbell)",1,"",0,"normal",50,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Incline Bench Press (Dumbbell)",1,"",1,"normal",50,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Incline Bench Press (Dumbbell)",1,"",2,"normal",50,8,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Single Arm Cable Row",1,"",0,"normal",69,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Single Arm Cable Row",1,"",1,"normal",77,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Single Arm Cable Row",1,"",2,"normal",81,8,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Wide-Elbow Triceps Press (Dumbbell)",3,"",0,"normal",44,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Wide-Elbow Triceps Press (Dumbbell)",3,"",1,"normal",44,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Wide-Elbow Triceps Press (Dumbbell)",3,"",2,"normal",44,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bicep Curl (Dumbbell)",3,"",0,"normal",30,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bicep Curl (Dumbbell)",3,"",1,"normal",30,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Bicep Curl (Dumbbell)",3,"",2,"normal",30,6,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Lateral Raise (Dumbbell)",2,"",0,"normal",25,14,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Lateral Raise (Dumbbell)",2,"",1,"normal",25,13,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Lateral Raise (Dumbbell)",2,"",2,"normal",25,12,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Hanging Knee Raise",2,"",0,"normal",,11,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Hanging Knee Raise",2,"",1,"normal",,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Hanging Knee Raise",2,"",2,"normal",,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",13,10,,,
"Upper A (Bench Focus)","2 Apr 2026, 11:53","2 Apr 2026, 13:17","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",13,12,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Pull Up",,"",0,"normal",,13,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Pull Up",,"",1,"normal",,11,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Pull Up",,"",2,"normal",,9,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Row (Machine)",,"",0,"normal",130,8,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Row (Machine)",,"",1,"normal",110,12,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Row (Machine)",,"",2,"normal",91,12,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Lat Pulldown (Cable)",,"",0,"normal",77,7,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Lat Pulldown (Cable)",,"",1,"normal",77,7,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Face Pull",,"",0,"normal",27,20,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Face Pull",,"",1,"normal",35,15,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Incline Curl (Dumbbell)",,"",0,"normal",35,10,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Incline Curl (Dumbbell)",,"",1,"normal",35,10,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Seated Incline Curl (Dumbbell)",,"",2,"normal",35,10,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Hammer Curl (Dumbbell)",,"",0,"normal",30,12,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Hammer Curl (Dumbbell)",,"",1,"normal",36,8,,,
"pull day","30 Mar 2026, 15:54","30 Mar 2026, 16:58","incredibly ass day, probably just glycogen depletion. need to eat more","Hammer Curl (Dumbbell)",,"",2,"normal",30,12,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Bench Press (Barbell)",,"",0,"normal",70,10,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Bench Press (Barbell)",,"",1,"normal",80,3,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Bench Press (Barbell)",,"",2,"normal",75,5,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Shoulder Press (Dumbbell)",,"",0,"normal",45,7,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Shoulder Press (Dumbbell)",,"",1,"normal",45,6,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Shoulder Press (Dumbbell)",,"",2,"normal",45,5,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,21,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Lateral Raise (Dumbbell)",0,"",1,"normal",25,15,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Lateral Raise (Dumbbell)",0,"",2,"normal",25,15,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Overhead Triceps Extension (Cable)",0,"",0,"normal",46,10,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Overhead Triceps Extension (Cable)",0,"",1,"normal",46,10,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Overhead Triceps Extension (Cable)",0,"",2,"normal",46,14,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Chest Fly (Dumbbell)",1,"",0,"normal",15,12,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Chest Fly (Dumbbell)",1,"",1,"normal",15,12,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Chest Fly (Dumbbell)",1,"",2,"normal",15,12,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Triceps Pushdown",1,"",0,"normal",29,10,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Triceps Pushdown",1,"",1,"normal",31,15,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Triceps Pushdown",1,"",2,"normal",29,15,,,
"push day","26 Mar 2026, 16:19","26 Mar 2026, 17:10","","Triceps Dip",,"",0,"normal",,10,,,
"Evening workout 🏋️","22 Mar 2026, 15:56","22 Mar 2026, 16:22","","Cycling",,"",0,"normal",,,10,1560,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Incline Bench Press (Dumbbell)",4,"",0,"normal",50,12,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Incline Bench Press (Dumbbell)",4,"",1,"normal",60,6,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Incline Bench Press (Dumbbell)",4,"",2,"normal",60,6,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Pull Up",4,"",0,"normal",,13,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Pull Up",4,"",1,"normal",,11,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Pull Up",4,"",2,"normal",,9,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Arnold Press (Dumbbell)",5,"",0,"normal",40,10,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Arnold Press (Dumbbell)",5,"",1,"normal",40,11,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Arnold Press (Dumbbell)",5,"",2,"normal",40,10,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Seated Row (Machine)",5,"",0,"normal",110,15,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Seated Row (Machine)",5,"",1,"normal",110,15,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Seated Row (Machine)",5,"",2,"normal",130,8,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Hammer Curl (Dumbbell)",2,"",0,"normal",35,10,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Hammer Curl (Dumbbell)",2,"",1,"normal",41,8,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Hammer Curl (Dumbbell)",2,"",2,"normal",37,9,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Skullcrusher (Dumbbell)",2,"",0,"normal",35,12,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Skullcrusher (Dumbbell)",2,"",1,"normal",39,9,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Skullcrusher (Dumbbell)",2,"",2,"normal",39,10,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Face Pull",3,"",0,"normal",27,20,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Face Pull",3,"",1,"normal",35,15,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Face Pull",3,"",2,"normal",35,15,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Decline Crunch (Weighted)",3,"",0,"normal",10,15,,,
"Upper B (Hypertrophy)","20 Mar 2026, 17:42","20 Mar 2026, 19:18","","Decline Crunch (Weighted)",3,"",1,"normal",15,15,,,
